TimeStamp,OrderId,OrderStatus,VehicleId,unix_timestamp
1801,165308,ASSIGNED,39,1591223401
1801,109253,ASSIGNED,39,1591223401
1801,576588,ASSIGNED,39,1591223401
1801,410435,ASSIGNED,19,1591223401
1801,619354,ASSIGNED,14,1591223401
1801,747601,ASSIGNED,28,1591223401
1801,413453,ASSIGNED,39,1591223401
1801,208415,ASSIGNED,21,1591223401
1801,382243,ASSIGNED,28,1591223401
1801,121515,ASSIGNED,28,1591223401
1801,307252,ASSIGNED,28,1591223401
1801,604983,ASSIGNED,21,1591223401
1801,633783,ASSIGNED,28,1591223401
1801,950342,ASSIGNED,39,1591223401
1801,593919,ASSIGNED,23,1591223401
1801,144762,ASSIGNED,21,1591223401
1801,921731,ASSIGNED,39,1591223401
1801,332310,ASSIGNED,23,1591223401
1801,474154,ASSIGNED,23,1591223401
1801,948047,ASSIGNED,28,1591223401
1801,896071,ASSIGNED,20,1591223401
1801,127187,ASSIGNED,23,1591223401
1801,656607,ASSIGNED,23,1591223401
1801,23006,ASSIGNED,20,1591223401
1830,534921,UNASSIGNED,-1,1591223430
1831,534921,ASSIGNED,47,1591223431
1963,35556,IN_PROGRESS,34,1591223563
2098,891260,IN_PROGRESS,32,1591223698
2254,534921,IN_PROGRESS,47,1591223854
2366,972425,UNASSIGNED,-1,1591223966
2367,972425,ASSIGNED,36,1591223967
2366,478854,UNASSIGNED,-1,1591223966
2367,478854,ASSIGNED,32,1591223967
2563,891260,DELIVERED,32,1591224163
2563,544226,UNASSIGNED,-1,1591224163
2564,544226,ASSIGNED,47,1591224164
2610,238515,UNASSIGNED,-1,1591224210
2611,238515,ASSIGNED,36,1591224211
2897,4888,IN_PROGRESS,32,1591224497
2971,300953,UNASSIGNED,-1,1591224571
2972,300953,ASSIGNED,16,1591224572
3020,36851,UNASSIGNED,-1,1591224620
3021,36851,ASSIGNED,32,1591224621
3090,972425,IN_PROGRESS,36,1591224690
3211,968731,UNASSIGNED,-1,1591224811
3212,968731,ASSIGNED,41,1591224812
3372,300953,IN_PROGRESS,16,1591224972
3426,135988,IN_PROGRESS,29,1591225026
3538,37270,IN_PROGRESS,41,1591225138
3587,450768,UNASSIGNED,-1,1591225187
3588,450768,ASSIGNED,7,1591225188
3600,781501,UNASSIGNED,-1,1591225200
3601,781501,ASSIGNED,4,1591225201
3720,250658,UNASSIGNED,-1,1591225320
3721,250658,ASSIGNED,9,1591225321
3806,585669,IN_PROGRESS,38,1591225406
3806,587045,IN_PROGRESS,38,1591225406
3806,32488,IN_PROGRESS,38,1591225406
3806,551496,IN_PROGRESS,38,1591225406
3840,433848,UNASSIGNED,-1,1591225440
3841,433848,ASSIGNED,4,1591225441
3878,537642,IN_PROGRESS,27,1591225478
3878,538926,IN_PROGRESS,27,1591225478
3878,420556,IN_PROGRESS,27,1591225478
3878,716866,IN_PROGRESS,27,1591225478
4010,357934,UNASSIGNED,-1,1591225610
4011,357934,ASSIGNED,42,1591225611
4095,544226,IN_PROGRESS,47,1591225695
4134,450768,IN_PROGRESS,7,1591225734
4158,437157,DELIVERED,41,1591225758
4158,37270,DELIVERED,41,1591225758
4281,250658,IN_PROGRESS,9,1591225881
4296,781501,IN_PROGRESS,4,1591225896
4416,357934,IN_PROGRESS,42,1591226016
4448,968731,IN_PROGRESS,41,1591226048
4509,972425,DELIVERED,36,1591226109
4620,567259,UNASSIGNED,-1,1591226220
4621,567259,ASSIGNED,27,1591226221
4762,238515,IN_PROGRESS,36,1591226362
4890,368932,UNASSIGNED,-1,1591226490
4891,368932,ASSIGNED,7,1591226491
4907,930755,UNASSIGNED,-1,1591226507
4908,930755,ASSIGNED,3,1591226508
4944,830128,UNASSIGNED,-1,1591226544
4945,830128,ASSIGNED,27,1591226545
5172,135988,DELIVERED,29,1591226772
5199,587045,DELIVERED,38,1591226799
5230,534921,DELIVERED,47,1591226830
5230,544226,DELIVERED,47,1591226830
5240,930755,IN_PROGRESS,3,1591226840
5287,478854,IN_PROGRESS,32,1591226887
5287,4888,DELIVERED,32,1591226887
5304,134726,UNASSIGNED,-1,1591226904
5305,134726,ASSIGNED,10,1591226905
5304,659142,UNASSIGNED,-1,1591226904
5305,659142,ASSIGNED,7,1591226905
5410,793236,UNASSIGNED,-1,1591227010
5411,793236,ASSIGNED,42,1591227011
5427,300953,DELIVERED,16,1591227027
5460,552878,UNASSIGNED,-1,1591227060
5461,552878,ASSIGNED,10,1591227061
5470,57497,UNASSIGNED,-1,1591227070
5471,57497,ASSIGNED,16,1591227071
5470,338811,UNASSIGNED,-1,1591227070
5471,338811,ASSIGNED,41,1591227071
5480,52254,UNASSIGNED,-1,1591227080
5481,52254,ASSIGNED,36,1591227081
5613,36851,IN_PROGRESS,32,1591227213
5696,52254,IN_PROGRESS,36,1591227296
5696,238515,DELIVERED,36,1591227296
5757,134726,IN_PROGRESS,10,1591227357
5941,35556,DELIVERED,34,1591227541
5945,250658,DELIVERED,9,1591227545
6043,57497,IN_PROGRESS,16,1591227643
6120,895954,UNASSIGNED,-1,1591227720
6121,895954,ASSIGNED,31,1591227721
6148,433848,IN_PROGRESS,4,1591227748
6209,292125,DELIVERED,29,1591227809
6240,513793,UNASSIGNED,-1,1591227840
6241,513793,ASSIGNED,36,1591227841
6310,368353,UNASSIGNED,-1,1591227910
6311,368353,ASSIGNED,2,1591227911
6389,318891,UNASSIGNED,-1,1591227989
6390,318891,ASSIGNED,1,1591227990
6430,344746,UNASSIGNED,-1,1591228030
6431,344746,ASSIGNED,3,1591228031
6451,3658,UNASSIGNED,-1,1591228051
6452,3658,ASSIGNED,38,1591228052
6533,83782,UNASSIGNED,-1,1591228133
6534,83782,ASSIGNED,2,1591228134
6540,483202,UNASSIGNED,-1,1591228140
6541,483202,ASSIGNED,24,1591228141
6652,886080,IN_PROGRESS,49,1591228252
6652,169343,IN_PROGRESS,49,1591228252
6652,216827,IN_PROGRESS,49,1591228252
6652,415364,IN_PROGRESS,49,1591228252
6653,30412,IN_PROGRESS,19,1591228253
6653,433375,IN_PROGRESS,19,1591228253
6653,856205,IN_PROGRESS,19,1591228253
6653,452312,IN_PROGRESS,19,1591228253
6663,368353,IN_PROGRESS,2,1591228263
6800,398736,UNASSIGNED,-1,1591228400
6801,398736,ASSIGNED,1,1591228401
6811,929601,UNASSIGNED,-1,1591228411
6812,929601,ASSIGNED,7,1591228412
6867,895954,IN_PROGRESS,31,1591228467
6891,567259,IN_PROGRESS,27,1591228491
6891,420556,DELIVERED,27,1591228491
6891,520252,UNASSIGNED,-1,1591228491
6892,520252,ASSIGNED,32,1591228492
6947,996450,UNASSIGNED,-1,1591228547
6948,996450,ASSIGNED,20,1591228548
6993,318891,IN_PROGRESS,1,1591228593
7052,256988,UNASSIGNED,-1,1591228652
7053,256988,ASSIGNED,1,1591228653
7110,618557,UNASSIGNED,-1,1591228710
7111,618557,ASSIGNED,8,1591228711
7173,483202,IN_PROGRESS,24,1591228773
7205,716866,DELIVERED,27,1591228805
7205,567259,DELIVERED,27,1591228805
7210,446541,UNASSIGNED,-1,1591228810
7211,446541,ASSIGNED,16,1591228811
7210,341379,UNASSIGNED,-1,1591228810
7211,341379,ASSIGNED,27,1591228811
7244,513793,IN_PROGRESS,36,1591228844
7252,338811,IN_PROGRESS,41,1591228852
7349,912629,UNASSIGNED,-1,1591228949
7350,912629,ASSIGNED,29,1591228950
7441,618557,IN_PROGRESS,8,1591229041
7464,129127,UNASSIGNED,-1,1591229064
7465,129127,ASSIGNED,41,1591229065
7544,3658,IN_PROGRESS,38,1591229144
7609,793236,IN_PROGRESS,42,1591229209
7609,357934,DELIVERED,42,1591229209
7651,930447,UNASSIGNED,-1,1591229251
7652,930447,ASSIGNED,49,1591229252
7698,830128,IN_PROGRESS,27,1591229298
7730,113906,UNASSIGNED,-1,1591229330
7731,113906,ASSIGNED,31,1591229331
7765,433375,DELIVERED,19,1591229365
7858,473014,DELIVERED,34,1591229458
7870,108143,UNASSIGNED,-1,1591229470
7871,108143,ASSIGNED,11,1591229471
7887,433848,DELIVERED,4,1591229487
7952,912629,IN_PROGRESS,29,1591229552
7957,36851,DELIVERED,32,1591229557
7981,344746,IN_PROGRESS,3,1591229581
8078,957947,IN_PROGRESS,19,1591229678
8090,496550,UNASSIGNED,-1,1591229690
8091,496550,ASSIGNED,24,1591229691
8267,398736,IN_PROGRESS,1,1591229867
8320,83782,IN_PROGRESS,2,1591229920
8345,46465,UNASSIGNED,-1,1591229945
8346,46465,ASSIGNED,11,1591229946
8450,441902,IN_PROGRESS,14,1591230050
8450,521963,IN_PROGRESS,14,1591230050
8450,408416,IN_PROGRESS,14,1591230050
8450,685883,IN_PROGRESS,14,1591230050
8453,520252,IN_PROGRESS,32,1591230053
8453,478854,DELIVERED,32,1591230053
8490,61112,IN_PROGRESS,21,1591230090
8490,395454,IN_PROGRESS,21,1591230090
8490,501299,IN_PROGRESS,21,1591230090
8490,404209,IN_PROGRESS,21,1591230090
8491,691228,UNASSIGNED,-1,1591230091
8492,691228,ASSIGNED,47,1591230092
8507,856202,IN_PROGRESS,44,1591230107
8507,224852,IN_PROGRESS,44,1591230107
8507,642546,IN_PROGRESS,44,1591230107
8507,527273,IN_PROGRESS,44,1591230107
8525,24628,UNASSIGNED,-1,1591230125
8526,24628,ASSIGNED,34,1591230126
8530,896814,IN_PROGRESS,35,1591230130
8530,802858,IN_PROGRESS,35,1591230130
8530,497363,IN_PROGRESS,35,1591230130
8530,456236,IN_PROGRESS,35,1591230130
8585,552878,IN_PROGRESS,10,1591230185
8721,3658,DELIVERED,38,1591230321
8746,108143,IN_PROGRESS,11,1591230346
8851,26704,UNASSIGNED,-1,1591230451
8852,26704,ASSIGNED,15,1591230452
8858,781501,DELIVERED,4,1591230458
8913,256988,IN_PROGRESS,1,1591230513
8964,496550,IN_PROGRESS,24,1591230564
9029,886080,DELIVERED,49,1591230629
9033,657100,IN_PROGRESS,38,1591230633
9047,876800,UNASSIGNED,-1,1591230647
9048,876800,ASSIGNED,8,1591230648
9185,837547,UNASSIGNED,-1,1591230785
9186,837547,ASSIGNED,31,1591230786
9235,446541,IN_PROGRESS,16,1591230835
9235,57497,DELIVERED,16,1591230835
9245,26704,IN_PROGRESS,15,1591230845
9535,957947,DELIVERED,19,1591231135
9607,876800,IN_PROGRESS,8,1591231207
9657,513793,DELIVERED,36,1591231257
9700,538926,DELIVERED,27,1591231300
9700,830128,DELIVERED,27,1591231300
9839,113906,IN_PROGRESS,31,1591231439
9881,46465,IN_PROGRESS,11,1591231481
9890,912629,DELIVERED,29,1591231490
9939,338811,DELIVERED,41,1591231539
10132,858795,IN_PROGRESS,34,1591231732
10132,724010,IN_PROGRESS,34,1591231732
10160,591016,UNASSIGNED,-1,1591231760
10161,591016,ASSIGNED,6,1591231761
10210,581395,UNASSIGNED,-1,1591231810
10211,581395,ASSIGNED,15,1591231811
10231,496550,DELIVERED,24,1591231831
10258,930447,IN_PROGRESS,49,1591231858
10264,968731,DELIVERED,41,1591231864
10300,83782,DELIVERED,2,1591231900
10367,165308,IN_PROGRESS,39,1591231967
10367,109253,IN_PROGRESS,39,1591231967
10367,576588,IN_PROGRESS,39,1591231967
10571,341379,IN_PROGRESS,27,1591232171
10590,129127,IN_PROGRESS,41,1591232190
10681,64109,UNASSIGNED,-1,1591232281
10682,64109,ASSIGNED,17,1591232282
10736,591016,IN_PROGRESS,6,1591232336
10770,552878,DELIVERED,10,1591232370
10792,410435,IN_PROGRESS,19,1591232392
10799,368353,DELIVERED,2,1591232399
10830,520252,DELIVERED,32,1591232430
11030,189186,UNASSIGNED,-1,1591232630
11031,189186,ASSIGNED,4,1591232631
11078,188505,UNASSIGNED,-1,1591232678
11079,188505,ASSIGNED,2,1591232679
11084,576588,DELIVERED,39,1591232684
11092,793236,DELIVERED,42,1591232692
11143,856202,DELIVERED,44,1591232743
11179,930755,DELIVERED,3,1591232779
11179,344746,DELIVERED,3,1591232779
11180,734122,UNASSIGNED,-1,1591232780
11181,734122,ASSIGNED,34,1591232781
11225,628572,UNASSIGNED,-1,1591232825
11226,628572,ASSIGNED,12,1591232826
11279,188505,IN_PROGRESS,2,1591232879
11326,876800,DELIVERED,8,1591232926
11371,87304,UNASSIGNED,-1,1591232971
11372,87304,ASSIGNED,5,1591232972
11390,134726,DELIVERED,10,1591232990
11393,930447,DELIVERED,49,1591232993
11420,974640,UNASSIGNED,-1,1591233020
11421,974640,ASSIGNED,16,1591233021
11481,691228,IN_PROGRESS,47,1591233081
11512,64109,IN_PROGRESS,17,1591233112
11597,256988,DELIVERED,1,1591233197
11613,628572,IN_PROGRESS,12,1591233213
11626,581395,IN_PROGRESS,15,1591233226
11645,168422,UNASSIGNED,-1,1591233245
11646,168422,ASSIGNED,20,1591233246
11728,802858,DELIVERED,35,1591233328
11790,607990,UNASSIGNED,-1,1591233390
11791,607990,ASSIGNED,12,1591233391
11837,657100,DELIVERED,38,1591233437
11887,974640,IN_PROGRESS,16,1591233487
11890,415364,DELIVERED,49,1591233490
11910,507218,UNASSIGNED,-1,1591233510
11911,507218,ASSIGNED,37,1591233511
12010,930669,UNASSIGNED,-1,1591233610
12011,930669,ASSIGNED,46,1591233611
12030,784497,UNASSIGNED,-1,1591233630
12031,784497,ASSIGNED,49,1591233631
12114,52254,DELIVERED,36,1591233714
12190,483202,DELIVERED,24,1591233790
12234,996872,UNASSIGNED,-1,1591233834
12235,996872,ASSIGNED,36,1591233835
12264,948047,IN_PROGRESS,28,1591233864
12264,747601,IN_PROGRESS,28,1591233864
12264,382243,IN_PROGRESS,28,1591233864
12303,896814,DELIVERED,35,1591233903
12303,456236,DELIVERED,35,1591233903
12364,618557,DELIVERED,8,1591233964
12421,32488,DELIVERED,38,1591234021
12421,398736,DELIVERED,1,1591234021
12434,87304,IN_PROGRESS,5,1591234034
12451,195151,UNASSIGNED,-1,1591234051
12452,195151,ASSIGNED,35,1591234052
12628,996872,IN_PROGRESS,36,1591234228
12691,153674,UNASSIGNED,-1,1591234291
12692,153674,ASSIGNED,48,1591234292
12711,591016,DELIVERED,6,1591234311
12723,930669,IN_PROGRESS,46,1591234323
12725,784497,IN_PROGRESS,49,1591234325
12737,109253,DELIVERED,39,1591234337
12750,243589,UNASSIGNED,-1,1591234350
12751,243589,ASSIGNED,31,1591234351
12803,113906,DELIVERED,31,1591234403
12819,537642,DELIVERED,27,1591234419
12819,341379,DELIVERED,27,1591234419
12880,410435,DELIVERED,19,1591234480
12892,817401,UNASSIGNED,-1,1591234492
12893,817401,ASSIGNED,17,1591234493
12904,318891,DELIVERED,1,1591234504
12906,585669,DELIVERED,38,1591234506
13100,433272,UNASSIGNED,-1,1591234700
13101,433272,ASSIGNED,33,1591234701
13177,948047,DELIVERED,28,1591234777
13177,382243,DELIVERED,28,1591234777
13252,280151,UNASSIGNED,-1,1591234852
13253,280151,ASSIGNED,36,1591234853
13320,281116,UNASSIGNED,-1,1591234920
13321,281116,ASSIGNED,23,1591234921
13333,837547,IN_PROGRESS,31,1591234933
13333,895954,DELIVERED,31,1591234933
13349,642546,DELIVERED,44,1591234949
13351,856205,DELIVERED,19,1591234951
13367,46465,DELIVERED,11,1591234967
13401,497363,DELIVERED,35,1591235001
13401,180614,UNASSIGNED,-1,1591235001
13402,180614,ASSIGNED,48,1591235002
13426,607990,IN_PROGRESS,12,1591235026
13440,153674,IN_PROGRESS,48,1591235040
13440,180614,IN_PROGRESS,48,1591235040
13450,506038,UNASSIGNED,-1,1591235050
13451,506038,ASSIGNED,1,1591235051
13476,581395,DELIVERED,15,1591235076
13476,26704,DELIVERED,15,1591235076
13476,731436,UNASSIGNED,-1,1591235076
13477,731436,ASSIGNED,1,1591235077
13490,633783,IN_PROGRESS,28,1591235090
13490,307252,IN_PROGRESS,28,1591235090
13490,121515,IN_PROGRESS,28,1591235090
13529,127187,IN_PROGRESS,23,1591235129
13529,474154,IN_PROGRESS,23,1591235129
13529,332310,IN_PROGRESS,23,1591235129
13529,593919,IN_PROGRESS,23,1591235129
13630,490789,UNASSIGNED,-1,1591235230
13631,490789,ASSIGNED,11,1591235231
13636,817401,IN_PROGRESS,17,1591235236
13808,189186,IN_PROGRESS,4,1591235408
13820,129127,DELIVERED,41,1591235420
13976,506038,IN_PROGRESS,1,1591235576
14032,684087,UNASSIGNED,-1,1591235632
14033,684087,ASSIGNED,28,1591235633
14036,433272,IN_PROGRESS,33,1591235636
14131,23006,IN_PROGRESS,20,1591235731
14131,896071,IN_PROGRESS,20,1591235731
14139,755718,UNASSIGNED,-1,1591235739
14140,755718,ASSIGNED,31,1591235740
14341,490789,IN_PROGRESS,11,1591235941
14341,108143,DELIVERED,11,1591235941
14415,413453,IN_PROGRESS,39,1591236015
14415,921731,IN_PROGRESS,39,1591236015
14415,950342,IN_PROGRESS,39,1591236015
14503,195151,IN_PROGRESS,35,1591236103
14631,974640,DELIVERED,16,1591236231
14634,507218,IN_PROGRESS,37,1591236234
14650,821155,UNASSIGNED,-1,1591236250
14651,821155,ASSIGNED,41,1591236251
14657,731436,IN_PROGRESS,1,1591236257
14758,784497,DELIVERED,49,1591236358
14758,169343,DELIVERED,49,1591236358
14769,551496,DELIVERED,38,1591236369
14840,821155,IN_PROGRESS,41,1591236440
14957,446541,DELIVERED,16,1591236557
14960,607990,DELIVERED,12,1591236560
15059,280151,IN_PROGRESS,36,1591236659
15122,755718,IN_PROGRESS,31,1591236722
15210,490099,UNASSIGNED,-1,1591236810
15211,490099,ASSIGNED,10,1591236811
15383,996450,IN_PROGRESS,20,1591236983
15410,490099,IN_PROGRESS,10,1591237010
15462,527273,DELIVERED,44,1591237062
15592,679739,UNASSIGNED,-1,1591237192
15593,679739,ASSIGNED,35,1591237193
15647,433272,DELIVERED,33,1591237247
15785,227930,UNASSIGNED,-1,1591237385
15786,227930,ASSIGNED,33,1591237386
15789,817401,DELIVERED,17,1591237389
15830,628572,DELIVERED,12,1591237430
15832,198834,UNASSIGNED,-1,1591237432
15833,198834,ASSIGNED,19,1591237433
15860,652117,UNASSIGNED,-1,1591237460
15861,652117,ASSIGNED,1,1591237461
15878,452312,DELIVERED,19,1591237478
15947,227930,IN_PROGRESS,33,1591237547
15962,87304,DELIVERED,5,1591237562
16016,243589,IN_PROGRESS,31,1591237616
16016,755718,DELIVERED,31,1591237616
16022,180614,DELIVERED,48,1591237622
16192,943466,UNASSIGNED,-1,1591237792
16193,943466,ASSIGNED,33,1591237793
16230,921731,DELIVERED,39,1591237830
16230,47209,UNASSIGNED,-1,1591237830
16231,47209,ASSIGNED,17,1591237831
16325,764378,UNASSIGNED,-1,1591237925
16326,764378,ASSIGNED,8,1591237926
16340,277008,UNASSIGNED,-1,1591237940
16341,277008,ASSIGNED,44,1591237941
16400,373986,UNASSIGNED,-1,1591238000
16401,373986,ASSIGNED,10,1591238001
16504,764378,IN_PROGRESS,8,1591238104
16520,950342,DELIVERED,39,1591238120
16532,691228,DELIVERED,47,1591238132
16533,679739,IN_PROGRESS,35,1591238133
16630,352994,UNASSIGNED,-1,1591238230
16631,352994,ASSIGNED,9,1591238231
16700,398118,UNASSIGNED,-1,1591238300
16701,398118,ASSIGNED,16,1591238301
16742,613527,UNASSIGNED,-1,1591238342
16743,613527,ASSIGNED,49,1591238343
16805,352994,IN_PROGRESS,9,1591238405
16823,570799,UNASSIGNED,-1,1591238423
16824,570799,ASSIGNED,4,1591238424
17023,996450,DELIVERED,20,1591238623
17196,79947,UNASSIGNED,-1,1591238796
17197,79947,ASSIGNED,17,1591238797
17212,930285,UNASSIGNED,-1,1591238812
17213,930285,ASSIGNED,5,1591238813
17259,553321,UNASSIGNED,-1,1591238859
17260,553321,ASSIGNED,6,1591238860
17299,858795,DELIVERED,34,1591238899
17312,23006,DELIVERED,20,1591238912
17367,243589,DELIVERED,31,1591238967
17397,652117,IN_PROGRESS,1,1591238997
17397,731436,DELIVERED,1,1591238997
17402,930285,IN_PROGRESS,5,1591239002
17451,553321,IN_PROGRESS,6,1591239051
17463,413453,DELIVERED,39,1591239063
17463,386329,UNASSIGNED,-1,1591239063
17464,386329,ASSIGNED,23,1591239064
17469,47209,IN_PROGRESS,17,1591239069
17469,64109,DELIVERED,17,1591239069
17521,708719,UNASSIGNED,-1,1591239121
17522,708719,ASSIGNED,17,1591239122
17602,168422,IN_PROGRESS,20,1591239202
17698,280151,DELIVERED,36,1591239298
17708,153674,DELIVERED,48,1591239308
17911,821155,DELIVERED,41,1591239511
18020,857053,UNASSIGNED,-1,1591239620
18021,857053,ASSIGNED,19,1591239621
18102,652117,DELIVERED,1,1591239702
18231,943466,IN_PROGRESS,33,1591239831
18260,354974,UNASSIGNED,-1,1591239860
18261,354974,ASSIGNED,16,1591239861
18392,118799,UNASSIGNED,-1,1591239992
18393,118799,ASSIGNED,50,1591239993
18405,198834,IN_PROGRESS,19,1591240005
18461,165308,DELIVERED,39,1591240061
18475,685883,DELIVERED,14,1591240075
18475,930669,DELIVERED,46,1591240075
18516,62414,UNASSIGNED,-1,1591240116
18517,62414,ASSIGNED,50,1591240117
18590,837547,DELIVERED,31,1591240190
18632,189186,DELIVERED,4,1591240232
18712,593904,UNASSIGNED,-1,1591240312
18713,593904,ASSIGNED,5,1591240313
18724,490789,DELIVERED,11,1591240324
18753,61112,DELIVERED,21,1591240353
18753,507218,DELIVERED,37,1591240353
18842,168422,DELIVERED,20,1591240442
18854,373986,IN_PROGRESS,10,1591240454
18892,765669,UNASSIGNED,-1,1591240492
18893,765669,ASSIGNED,24,1591240493
18920,933147,UNASSIGNED,-1,1591240520
18921,933147,ASSIGNED,5,1591240521
18948,506038,DELIVERED,1,1591240548
18997,553321,DELIVERED,6,1591240597
19021,398118,IN_PROGRESS,16,1591240621
19029,113472,UNASSIGNED,-1,1591240629
19030,113472,ASSIGNED,25,1591240630
19056,347634,UNASSIGNED,-1,1591240656
19057,347634,ASSIGNED,24,1591240657
19090,347634,IN_PROGRESS,24,1591240690
19090,765669,IN_PROGRESS,24,1591240690
19147,708719,IN_PROGRESS,17,1591240747
19147,79947,IN_PROGRESS,17,1591240747
19162,570799,IN_PROGRESS,4,1591240762
19202,118799,IN_PROGRESS,50,1591240802
19237,440546,UNASSIGNED,-1,1591240837
19238,440546,ASSIGNED,25,1591240838
19265,277008,IN_PROGRESS,44,1591240865
19417,479937,UNASSIGNED,-1,1591241017
19418,479937,ASSIGNED,19,1591241018
19465,613527,IN_PROGRESS,49,1591241065
19626,996872,DELIVERED,36,1591241226
19672,739735,UNASSIGNED,-1,1591241272
19673,739735,ASSIGNED,4,1591241273
19685,352994,DELIVERED,9,1591241285
19785,593904,IN_PROGRESS,5,1591241385
19897,791130,UNASSIGNED,-1,1591241497
19898,791130,ASSIGNED,33,1591241498
20110,739735,IN_PROGRESS,4,1591241710
20120,376671,UNASSIGNED,-1,1591241720
20121,376671,ASSIGNED,3,1591241721
20180,56070,UNASSIGNED,-1,1591241780
20181,56070,ASSIGNED,1,1591241781
20190,529228,UNASSIGNED,-1,1591241790
20191,529228,ASSIGNED,33,1591241791
20233,227930,DELIVERED,33,1591241833
20233,943466,DELIVERED,33,1591241833
20262,896071,DELIVERED,20,1591241862
20328,56070,IN_PROGRESS,1,1591241928
20390,539724,UNASSIGNED,-1,1591241990
20391,539724,ASSIGNED,6,1591241991
20440,876824,IN_PROGRESS,34,1591242040
20440,724010,DELIVERED,34,1591242040
20450,619354,IN_PROGRESS,14,1591242050
20464,422931,UNASSIGNED,-1,1591242064
20465,422931,ASSIGNED,23,1591242065
20501,708719,DELIVERED,17,1591242101
20562,764378,DELIVERED,8,1591242162
20750,72591,UNASSIGNED,-1,1591242350
20751,72591,ASSIGNED,6,1591242351
21017,347634,DELIVERED,24,1591242617
21070,117577,UNASSIGNED,-1,1591242670
21071,117577,ASSIGNED,1,1591242671
21222,714585,UNASSIGNED,-1,1591242822
21223,714585,ASSIGNED,34,1591242823
21363,395454,DELIVERED,21,1591242963
21363,79947,DELIVERED,17,1591242963
21486,762618,UNASSIGNED,-1,1591243086
21487,762618,ASSIGNED,15,1591243087
21562,613527,DELIVERED,49,1591243162
21652,117577,IN_PROGRESS,1,1591243252
21652,56070,DELIVERED,1,1591243252
21653,404209,DELIVERED,21,1591243253
21692,594638,UNASSIGNED,-1,1591243292
21693,594638,ASSIGNED,33,1591243293
21922,354974,IN_PROGRESS,16,1591243522
21922,855373,UNASSIGNED,-1,1591243522
21923,855373,ASSIGNED,24,1591243523
21937,224852,DELIVERED,44,1591243537
21937,277008,DELIVERED,44,1591243537
22070,153586,UNASSIGNED,-1,1591243670
22071,153586,ASSIGNED,2,1591243671
22357,571180,UNASSIGNED,-1,1591243957
22358,571180,ASSIGNED,15,1591243958
22478,373986,DELIVERED,10,1591244078
22490,211892,UNASSIGNED,-1,1591244090
22491,211892,ASSIGNED,10,1591244091
22580,307250,UNASSIGNED,-1,1591244180
22581,307250,ASSIGNED,7,1591244181
22850,934491,UNASSIGNED,-1,1591244450
22851,934491,ASSIGNED,10,1591244451
22940,579449,UNASSIGNED,-1,1591244540
22941,579449,ASSIGNED,6,1591244541
23000,521998,UNASSIGNED,-1,1591244600
23001,521998,ASSIGNED,48,1591244601
23167,208415,IN_PROGRESS,21,1591244767
